Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2016-07-05,95.39,95.4,94.46,94.98,27095252.0,0.0,1.0,94.879174182638,94.889120631342,93.954154453213,94.471369785795,27095252.0
2016-07-01,95.49,96.465,95.33,95.89,25668072.0,0.0,1.0,94.978638669673,95.948417418264,94.819495490417,95.376496617813,25668072.0
2016-06-30,94.44,95.77,94.3,95.58,34299256.0,0.0,1.0,93.934261555806,95.257139233371,93.795011273957,95.068156708005,34299256.0
2016-06-29,93.97,94.55,93.63,94.4,35540501.0,0.0,1.0,93.466778466742,94.043672491545,93.128599210823,93.894475760992,35540501.0
2016-06-28,92.9,93.66,92.14,93.59,39162046.0,0.0,1.0,92.402508455468,93.158438556933,91.646578354002,93.088813416009,39162046.0
2016-06-27,93.0,93.05,91.5,92.08,45154582.0,0.0,1.0,92.501972942503,92.55170518602,91.010005636979,91.586899661781,45154582.0
2016-06-24,92.91,94.655,92.65,93.4,65771655.0,0.0,1.0,92.412454904171,94.148110202931,92.153847237881,92.899830890643,65771655.0
2016-06-23,95.94,96.29,95.25,96.1,31381839.0,0.0,1.0,95.42622886133,95.774354565953,94.739923900789,95.585372040586,31381839.0
2016-06-22,96.25,96.89,95.35,95.55,28522580.0,0.0,1.0,95.734568771139,96.371141488162,94.839388387824,95.038317361894,28522580.0
2016-06-21,94.94,96.35,94.676,95.91,34272108.0,0.0,1.0,94.431583990981,95.834033258174,94.168997745209,95.39638951522,34272108.0
2016-06-20,96.0,96.57,95.03,95.1,33743570.0,0.0,1.0,95.485907553551,96.052855129651,94.521102029312,94.590727170237,33743570.0
2016-06-17,96.62,96.65,95.3,95.33,58766998.0,0.0,1.0,96.102587373168,96.132426719278,94.789656144307,94.819495490417,58766998.0
2016-06-16,96.45,97.75,96.07,97.565,31099328.0,0.0,1.0,95.933497745209,97.226536076663,95.555532694476,97.042526775648,31099328.0
2016-06-15,97.82,98.41,97.03,97.14,28835503.0,0.0,1.0,97.296161217587,97.883001691094,96.510391770011,96.61980270575,28835503.0
2016-06-14,97.32,98.475,96.75,97.46,31726484.0,0.0,1.0,96.798838782413,97.947653607666,96.231891206313,96.938089064262,31726484.0
2016-06-13,98.69,99.12,97.1,97.34,36998618.0,0.0,1.0,98.161502254791,98.589199549042,96.580016910936,96.81873167982,36998618.0
2016-06-10,98.53,99.3457,98.48,98.83,31226987.0,0.0,1.0,98.002359075536,98.81369089628,97.952626832018,98.30075253664,31226987.0
2016-06-09,98.5,99.99,98.46,99.65,26210222.0,0.0,1.0,97.972519729425,99.454540586246,97.932733934611,99.116361330327,26210222.0
2016-06-08,99.02,99.56,98.68,98.94,20689762.0,0.0,1.0,98.489735062007,99.026843291996,98.151555806088,98.410163472379,20689762.0
2016-06-07,99.25,99.87,98.96,99.03,22409450.0,0.0,1.0,98.718503382187,99.335183201804,98.430056369786,98.49968151071,22409450.0
2016-06-06,97.99,101.89,97.55,98.63,23292504.0,0.0,1.0,97.465250845547,101.34436583991,97.027607102593,98.10182356257,23292504.0
2016-06-03,97.79,98.27,97.45,97.92,27902768.0,0.0,1.0,97.266321871477,97.743751409245,96.928142615558,97.395625704622,27902768.0
2016-06-02,97.6,97.84,96.63,97.72,39722330.0,0.0,1.0,97.07733934611,97.316054114994,96.112533821871,97.196696730552,39722330.0
2016-06-01,99.02,99.54,98.33,98.46,28918343.0,0.0,1.0,98.489735062007,99.006950394589,97.803430101466,97.932733934611,28918343.0
2016-05-31,99.6,100.4,98.82,99.82,39951516.0,0.0,1.0,99.066629086809,99.862344983089,98.290806087937,99.285450958286,39951516.0
2016-05-27,99.44,100.47,99.245,100.35,35752081.0,0.0,1.0,98.907485907554,99.931970124014,98.713530157835,99.812612739572,35752081.0
2016-05-26,99.68,100.73,98.64,100.41,55830053.0,0.0,1.0,99.146200676437,100.1905777903,98.111770011274,99.872291431793,55830053.0
2016-05-25,98.67,99.74,98.11,99.62,38036102.0,0.0,1.0,98.141609357384,99.205879368658,97.584608229989,99.086521984216,38036102.0
2016-05-24,97.22,98.09,96.84,97.9,34770947.0,0.0,1.0,96.699374295378,97.564715332582,96.321409244645,97.375732807215,34770947.0
2016-05-23,95.87,97.19,95.67,96.43,37144608.0,0.0,1.0,95.356603720406,96.669534949267,95.157674746336,95.913604847802,37144608.0
2016-05-20,94.64,95.43,94.52,95.22,31464654.0,0.0,1.0,94.133190529876,94.918959977452,94.013833145434,94.710084554679,31464654.0
2016-05-19,94.64,94.64,93.57,94.2,30218003.0,0.0,1.0,94.133190529876,94.133190529876,93.068920518602,93.695546786922,30218003.0
2016-05-18,94.16,95.21,93.89,94.56,41580639.0,0.0,1.0,93.655760992108,94.700138105975,93.387206877114,94.053618940248,41580639.0
2016-05-17,94.55,94.7,93.01,93.49,45680629.0,0.0,1.0,94.043672491545,94.192869222097,92.511919391206,92.989348928974,45680629.0
2016-05-16,92.39,94.39,91.65,93.88,60641355.0,0.0,1.0,91.89523957159,93.884529312289,91.159202367531,93.37726042841,60641355.0
2016-05-13,90.0,91.67,90.0,90.52,43899672.0,0.0,1.0,89.518038331454,91.179095264938,89.518038331454,90.035253664036,43899672.0
2016-05-12,92.72,92.78,89.47,90.32,75369927.0,0.0,1.0,92.223472378805,92.283151071026,88.990876550169,89.836324689966,75369927.0
2016-05-11,93.48,93.57,92.46,92.51,28270213.0,0.0,1.0,92.979402480271,93.068920518602,91.964864712514,92.014596956032,28270213.0
2016-05-10,93.33,93.57,92.11,93.39,33217012.0,0.0,1.0,92.830205749718,93.068920518602,91.616739007892,92.889884441939,33217012.0
2016-05-09,93.0,93.77,92.59,92.82,32505427.0,0.0,1.0,92.501972942503,93.267849492672,92.09416854566,92.32293686584,32505427.0
2016-05-06,93.37,93.45,91.85,92.72,43076300.0,0.0,1.0,92.869991544532,92.94956313416,91.358131341601,92.223472378805,43076300.0
2016-05-05,94.0,94.07,92.68,93.24,35296371.0,0.57,1.0,93.496617812852,93.566242953777,92.183686583991,92.740687711387,35296371.0
2016-05-04,95.2,95.9,93.82,94.19,40534526.0,0.0,1.0,94.114843514807,94.806864423004,92.750573724361,93.116356204408,40534526.0
2016-05-03,94.2,95.74,93.68,95.18,56237055.0,0.0,1.0,93.126242217382,94.648688215416,92.612169542722,94.095071488858,56237055.0
2016-05-02,93.965,94.08,92.4,93.65,47646490.0,0.0,1.0,92.893920912488,93.007610061691,91.346759882018,92.582511503799,47646490.0
2016-04-29,93.99,94.72,92.51,93.75,67804946.0,0.0,1.0,92.918635944923,93.640314892043,91.455506024735,92.681371633541,67804946.0
2016-04-28,97.61,97.88,94.25,94.8075,80968631.0,0.0,1.0,96.4973726416,96.764294991904,93.175672282253,93.726817505568,80968631.0
2016-04-27,96.0,98.71,95.68,97.82,114602142.0,0.0,1.0,94.905724552746,97.584834068766,94.58937213757,96.704978914059,114602142.0
2016-04-26,103.91,105.3,103.91,104.35,39917895.0,0.0,1.0,102.72556081537,104.09971661879,102.72556081537,103.16054538624,39917895.0
2016-04-25,105.0,105.65,104.51,105.08,27671738.0,0.0,1.0,103.80313622957,104.44572707289,103.31872159383,103.88222433336,27671738.0
2016-04-22,105.01,106.48,104.62,105.68,33297521.0,0.0,1.0,103.81302224254,105.26626614975,103.42746773654,104.47538511181,33297521.0
2016-04-21,106.93,106.93,105.52,105.97,31141087.0,0.0,1.0,105.7111367336,105.7111367336,104.31720890423,104.76207948807,31141087.0
2016-04-20,106.64,108.09,106.06,107.13,28488264.0,0.0,1.0,105.42444235734,106.85791423861,104.85105360484,105.90885699308,28488264.0
2016-04-19,107.88,108.0,106.23,106.91,31718954.0,0.0,1.0,106.65030796615,106.76894012184,105.0191158254,105.69136470765,31718954.0
2016-04-18,108.89,108.95,106.94,107.48,59898291.0,0.0,1.0,107.64879527655,107.70811135439,105.72102274657,106.25486744718,59898291.0
2016-04-15,112.11,112.3,109.73,109.85,46016874.0,0.0,1.0,110.83209145425,111.01992570076,108.47922036638,108.59785252207,46016874.0
2016-04-14,111.62,112.39,111.33,112.1,25133721.0,0.0,1.0,110.34767681852,111.10889981753,110.06098244226,110.82220544128,25133721.0
2016-04-13,110.8,112.34,110.8,112.0192,32264823.0,0.0,1.0,109.53702375463,111.05946975266,109.53702375463,110.74232645645,32264823.0
2016-04-12,109.34,110.5,108.66,110.44,26625716.0,0.0,1.0,108.09366586039,109.2404433654,107.42141697814,109.18112728756,26625716.0
2016-04-11,108.97,110.61,108.83,109.04,28152501.0,0.0,1.0,107.72788338034,109.34918950812,107.5894791987,107.79708547116,28152501.0
2016-04-08,108.91,109.77,108.17,108.66,23243235.0,0.0,1.0,107.6685673025,108.51876441828,106.9370023424,107.42141697814,23243235.0
2016-04-07,109.95,110.42,108.121,108.54,29979896.0,0.0,1.0,108.69671265182,109.16135526161,106.88856087883,107.30278482245,29979896.0
2016-04-06,110.23,110.98,109.2,110.96,25954276.0,0.0,1.0,108.9735210151,109.71497198816,107.95526167875,109.69519996222,25954276.0
2016-04-05,109.51,110.73,109.42,109.81,25877033.0,0.0,1.0,108.26172808095,109.46782166381,108.17275396418,108.55830847018,25877033.0
2016-04-04,110.42,112.19,110.27,111.08,36790288.0,0.0,1.0,109.16135526161,110.91117955805,109.01306506699,109.81383211791,36790288.0
2016-04-01,108.78,110.0,108.2,109.99,25408670.0,0.0,1.0,107.54004913383,108.74614271669,106.96666038132,108.73625670371,25408670.0
2016-03-31,109.72,109.9,108.88,108.99,24439817.0,0.0,1.0,108.46933435341,108.64728258695,107.63890926357,107.74765540629,24439817.0
2016-03-30,108.65,110.42,108.6,109.56,44909891.0,0.0,1.0,107.41153096517,109.16135526161,107.36210090029,108.31115814582,44909891.0
2016-03-29,104.89,107.79,104.88,107.7,30569338.0,0.0,1.0,103.69439008685,106.56133384938,103.68450407388,106.47235973261,30569338.0
2016-03-28,106.0,106.19,105.06,105.19,19168210.0,0.0,1.0,104.79173752699,104.9795717735,103.86245230741,103.99097047608,19168210.0
2016-03-24,105.47,106.25,104.89,105.67,25176791.0,0.0,1.0,104.26777883936,105.03888785135,103.69439008685,104.46549909884,25176791.0
2016-03-23,106.48,107.07,105.9,106.13,25703495.0,0.0,1.0,105.26626614975,105.84954091523,104.69287739725,104.92025569566,25703495.0
2016-03-22,105.25,107.29,105.21,106.72,32444375.0,0.0,1.0,104.05028655392,106.06703320067,104.01074250203,105.50353046114,32444375.0
2016-03-21,105.93,107.65,105.1401,105.91,35502678.0,0.0,1.0,104.72253543617,106.42292966774,103.94163927134,104.70276341022,35502678.0
2016-03-18,106.34,106.5,105.19,105.92,44205171.0,0.0,1.0,105.12786196811,105.2860381757,103.99097047608,104.7126494232,44205171.0
2016-03-17,105.52,106.47,104.96,105.8,34420705.0,0.0,1.0,104.31720890423,105.25638013678,103.76359217767,104.59401726751,34420705.0
2016-03-16,104.61,106.31,104.59,105.97,37547681.0,0.0,1.0,103.41758172357,105.09820392919,103.39780969762,104.76207948807,37547681.0
2016-03-15,103.96,105.18,103.85,104.58,39451231.0,0.0,1.0,102.77499088024,103.9810844631,102.66624473753,103.38792368465,39451231.0
2016-03-14,101.91,102.91,101.78,102.52,24689867.0,0.0,1.0,100.74835822052,101.73695951795,100.61984005186,101.35140501195,24689867.0
2016-03-11,102.24,102.28,101.5,102.23,27095608.0,0.0,1.0,101.07459664867,101.11414070057,100.34303168858,101.0647106357,27095608.0
2016-03-10,101.41,102.24,100.15,101.17,33120126.0,0.0,1.0,100.25405757181,101.07459664867,99.008419937058,100.01679326043,33120126.0
2016-03-09,101.31,101.58,100.27,101.12,27067647.0,0.0,1.0,100.15519744207,100.42211979237,99.127052092749,99.967363195559,27067647.0
2016-03-08,100.78,101.76,100.4,101.03,31182194.0,0.0,1.0,99.631238754435,100.60006802591,99.255570261414,99.878389078791,31182194.0
2016-03-07,102.39,102.83,100.96,101.87,35408621.0,0.0,1.0,101.22288684329,101.65787141416,99.809186987971,100.70881416863,35408621.0
2016-03-04,102.37,103.75,101.37,103.01,45731824.0,0.0,1.0,101.20311481734,102.56738460779,100.21451351992,101.83581964769,45731824.0
2016-03-03,100.58,101.7099,100.45,101.5,35926793.0,0.0,1.0,99.43351849495,100.55053910091,99.305000326285,100.34303168858,35926793.0
2016-03-02,100.51,100.89,99.64,100.75,32756196.0,0.0,1.0,99.36431640413,99.739984897152,98.504233275371,99.601580715512,32756196.0
2016-03-01,97.65,100.77,97.42,100.53,49924837.0,0.0,1.0,96.536916693497,99.621352741461,96.309538395089,99.384088430079,49924837.0
2016-02-29,96.86,98.23,96.65,96.69,32842946.0,0.0,1.0,95.755921668531,97.110305446003,95.548315396072,95.587859447969,32842946.0
2016-02-26,97.2,98.0237,96.58,96.91,28691422.0,0.0,1.0,96.092046109656,96.906356998344,95.479113305252,95.805351733402,28691422.0
2016-02-25,96.05,96.76,95.25,96.76,27217966.0,0.0,1.0,94.955154617617,95.657061538789,94.164273579678,95.657061538789,27217966.0
2016-02-24,93.98,96.38,93.32,96.1,35824629.0,0.0,1.0,92.908749931949,95.281393045768,92.256273075649,95.004584682489,35824629.0
2016-02-23,96.4,96.5,94.55,94.69,30607643.0,0.0,1.0,95.301165071716,95.400025201458,93.472252671481,93.61065685312,30607643.0
2016-02-22,96.31,96.9,95.92,96.8708,33698898.0,0.0,1.0,95.212190954948,95.795465720428,94.826636448952,95.766598562543,33698898.0
2016-02-19,96.0,96.7599,95.8,96.04,34013144.0,0.0,1.0,94.905724552746,95.656962678659,94.708004293261,94.945268604643,34013144.0
2016-02-18,98.84,98.89,96.091,96.26,38165170.0,0.0,1.0,97.713352237432,97.762782302303,94.995687270812,95.162760890077,38165170.0
2016-02-17,96.67,98.21,96.15,98.12,44194001.0,0.0,1.0,95.568087422021,97.090533420054,95.05401474736,97.001559303286,44194001.0
2016-02-16,95.02,96.85,94.61,96.555,46721854.0,0.0,1.0,93.93689528127,95.746035655557,93.531568749326,95.454398272817,46721854.0
2016-02-12,94.19,94.5,93.01,93.99,39956269.0,0.0,1.0,93.116356204408,93.42282260661,91.949806673447,92.918635944923,39956269.0
2016-02-11,93.79,94.72,92.59,93.7,49557462.0,0.0,1.0,92.720915685438,93.640314892043,91.534594128529,92.63194156867,49557462.0
2016-02-10,95.92,96.35,94.1,94.27,42109576.0,0.0,1.0,94.826636448952,95.251735006845,93.02738208764,93.195444308202,42109576.0
2016-02-09,94.29,95.94,93.93,94.99,43886551.0,0.0,1.0,93.21521633415,94.846408474901,92.859319867078,93.907237242348,43886551.0
2016-02-08,93.13,95.7,93.04,95.01,53689273.0,0.0,1.0,92.068438829138,94.609144163519,91.97946471237,93.927009268296,53689273.0
2016-02-05,96.52,96.92,93.69,94.02,45110654.0,0.0,1.0,95.419797227407,95.815237746377,92.622055555696,92.948293983846,45110654.0
2016-02-04,95.86,97.33,95.19,96.6,45836051.0,0.52,1.0,94.767320371107,96.220564278321,94.104957501832,95.498885331201,45836051.0
2016-02-03,95.0,96.84,94.08,96.35,44913700.0,0.0,1.0,93.414272101154,95.223559055534,92.509628623964,94.741738073118,44913700.0
2016-02-02,95.42,96.04,94.28,94.48,36180980.0,0.0,1.0,93.827261514654,94.43691255363,92.70629024944,92.902951874916,36180980.0
2016-02-01,96.47,96.71,95.4,96.43,39883758.0,0.0,1.0,94.859735048404,95.095728998975,93.807595352106,94.820402723308,39883758.0
2016-01-29,94.79,97.34,94.35,97.085,63332032.0,0.0,1.0,93.207777394404,95.715213119225,92.775121818357,95.464469546743,63332032.0
2016-01-28,93.79,94.52,92.39,94.09,55261406.0,0.0,1.0,92.224469267024,92.942284200011,90.847837888691,92.519461705238,55261406.0
2016-01-27,96.04,96.6289,93.34,93.441,131531406.0,0.0,1.0,94.43691255363,95.015982709844,91.781980609702,91.881294730568,131531406.0
2016-01-26,99.93,100.88,98.07,99.99,62573303.0,0.0,1.0,98.26198116914,99.196123890152,96.433028052212,98.320979656783,62573303.0
2016-01-25,101.52,101.53,99.21,99.41,50305584.0,0.0,1.0,99.825441091675,99.835274172949,97.553999317426,97.750660942902,50305584.0
2016-01-22,98.63,101.46,98.37,101.42,64916723.0,0.0,1.0,96.983680603546,99.766442604033,96.728020490427,99.727110278937,64916723.0
2016-01-21,97.06,97.88,94.94,96.3,51089025.0,0.0,1.0,95.439886843558,96.24619950801,93.355273613511,94.692572666749,51089025.0
2016-01-20,95.1,98.1897,93.42,96.826,71542714.0,0.0,1.0,93.512602913892,96.55073003506,91.860645259893,95.209792741751,71542714.0
2016-01-19,98.41,98.65,95.5,96.66,49290627.0,0.0,1.0,96.767352815522,97.003346766093,93.905926164844,95.046563592606,49290627.0
2016-01-15,96.2,97.71,95.36,97.02,74625424.0,0.0,1.0,94.594241854011,96.079037126355,93.768263027011,95.400554518463,74625424.0
2016-01-14,97.96,100.48,95.74,99.52,62104485.0,0.0,1.0,96.324864158201,98.8028006392,94.141920115416,97.858824836914,62104485.0
2016-01-13,100.32,101.19,97.3,97.371,61546177.0,0.0,1.0,98.645471338819,99.50094940964,95.675880794129,95.745695671173,61546177.0
2016-01-12,100.55,100.69,98.8399,99.96,48244763.0,0.0,1.0,98.871632208116,99.00929534595,97.190076979483,98.291480412962,48244763.0
2016-01-11,98.97,99.06,97.34,98.53,49204585.0,0.0,1.0,97.318005366855,97.406503098319,95.715213119225,96.885349790807,49204585.0
2016-01-08,98.55,99.11,96.76,96.96,70176616.0,0.0,1.0,96.905015953355,97.455668504688,95.144894405344,95.34155603082,70176616.0
2016-01-07,98.68,100.13,96.43,96.45,81094428.0,0.0,1.0,97.032846009915,98.458642794616,94.820402723308,94.840068885856,81094428.0
2016-01-06,100.56,102.37,99.87,100.7,68057469.0,0.0,1.0,98.88146528939,100.66125299995,98.202982681497,99.019128427223,68057469.0
2016-01-05,105.75,105.85,102.41,102.714,55063623.0,0.0,1.0,103.9848344705,104.08316528323,100.70058532504,100.99951099577,55063623.0
2016-01-04,102.61,105.368,102.0,105.235,61975675.0,0.0,1.0,100.89724695052,103.60921076584,100.29742899282,103.47843078489,61975675.0
2015-12-31,107.01,107.03,104.82,105.26,40123438.0,0.0,1.0,105.22380271099,105.24346887354,103.07035791203,103.50301348808,40123438.0
2015-12-30,108.58,108.7,107.18,107.32,24265772.0,0.0,1.0,106.76759647098,106.88559344627,105.39096509265,105.52862823048,24265772.0
2015-12-29,106.96,109.43,106.86,108.74,30598887.0,0.0,1.0,105.17463730463,107.60340837926,105.07630649189,106.92492577136,30598887.0
2015-12-28,107.59,107.69,106.1807,106.82,26502466.0,0.0,1.0,105.79412142488,105.89245223761,104.40834528096,105.03697416679,26502466.0
2015-12-24,109.0,109.0,107.95,108.03,13595745.0,0.0,1.0,107.18058588448,107.18058588448,106.14811235073,106.22677700092,13595745.0
2015-12-23,107.27,108.85,107.2,108.62,32296587.0,0.0,1.0,105.47946282411,107.03308966537,105.4106312552,106.80692879608,32296587.0
2015-12-22,107.4,107.72,106.451,107.23,31316821.0,0.0,1.0,105.60729288067,105.92195148143,104.67413346779,105.44013049902,31316821.0
2015-12-21,107.28,107.37,105.57,107.33,43501991.0,0.0,1.0,105.48929590539,105.57779363685,103.80783900757,105.53846131176,43501991.0
2015-12-18,108.91,109.52,105.81,105.9,90983104.0,0.0,1.0,107.09208815302,107.69190611072,104.04383295814,104.1323306896,90983104.0
2015-12-17,112.02,112.25,108.98,108.98,44233229.0,0.0,1.0,110.15017642917,110.37633729847,107.16091972193,107.16091972193,44233229.0
2015-12-16,111.07,111.99,108.8,111.338,55553267.0,0.0,1.0,109.21603370816,110.12067718535,106.98392425901,109.4795602863,55553267.0
2015-12-15,111.94,112.8,110.35,110.49,52592533.0,0.0,1.0,110.07151177898,110.91715676853,108.50805185645,108.64571499428,52592533.0
2015-12-14,112.18,112.68,109.79,112.48,63833762.0,0.0,1.0,110.30750572955,110.79915979324,107.95739930511,110.60249816777,63833762.0
2015-12-11,115.19,115.39,112.851,113.18,46396531.0,0.0,1.0,113.26726319297,113.46392481844,110.96730548302,111.29081385693,46396531.0
2015-12-10,116.04,116.94,115.51,116.17,28858993.0,0.0,1.0,114.10307510124,114.98805241588,113.58192179373,114.2309051578,28858993.0
2015-12-09,117.64,117.69,115.08,115.62,44745213.0,0.0,1.0,115.67636810505,115.72553351142,113.15909929896,113.69008568774,44745213.0
2015-12-08,117.52,118.6,116.86,118.23,34086875.0,0.0,1.0,115.55837112976,116.62034390734,114.90938776569,116.2565199002,34086875.0
2015-12-07,118.98,119.86,117.81,118.28,31801965.0,0.0,1.0,116.99400099574,117.85931214784,115.8435304867,116.30568530657,31801965.0
2015-12-04,115.29,119.25,115.11,119.03,56351301.0,0.0,1.0,113.36559400571,117.25949419013,113.18859854278,117.04316640211,56351301.0
2015-12-03,116.55,116.79,114.22,115.17,40935107.0,0.0,1.0,114.60456224621,114.84055619678,112.31345430941,113.24759703042,40935107.0
2015-12-02,117.05,118.11,116.08,116.28,32793916.0,0.0,1.0,115.0962163099,116.13852292492,114.14240742634,114.33906905181,32793916.0
2015-12-01,118.75,118.81,116.86,117.34,34501246.0,0.0,1.0,116.76784012644,116.82683861409,114.90938776569,115.38137566684,34501246.0
2015-11-30,117.99,119.41,117.75,118.35,37074611.0,0.0,1.0,116.02052594963,117.41682349051,115.78453199906,116.37451687549,37074611.0
2015-11-27,118.29,118.41,117.6,117.81,13038955.0,0.0,1.0,116.31551838785,116.43351536313,115.63703577995,115.8435304867,13038955.0
2015-11-25,119.21,119.23,117.92,118.03,21258090.0,0.0,1.0,117.22016186504,117.23982802759,115.95169438072,116.05985827473,21258090.0
2015-11-24,117.33,119.35,117.12,118.88,42342435.0,0.0,1.0,115.37154258556,117.35782500287,115.16504787881,116.895670183,42342435.0
2015-11-23,119.27,119.73,117.34,117.76,31788032.0,0.0,1.0,117.27916035268,117.73148209128,115.38137566684,115.79436508034,31788032.0
2015-11-20,119.2,119.92,118.85,119.3,33780538.0,0.0,1.0,117.21032878376,117.91831063548,116.86617093918,117.3086595965,33780538.0
2015-11-19,117.64,119.75,116.76,118.78,42828053.0,0.0,1.0,115.67636810505,117.75114825382,114.81105695296,116.79733937026,42828053.0
2015-11-18,115.76,117.49,115.5,117.29,45727223.0,0.0,1.0,113.82774882557,115.52887188594,113.57208871246,115.33221026047,45727223.0
2015-11-17,114.92,115.05,113.32,113.69,27196079.0,0.0,1.0,113.00176999858,113.12960005513,111.42847699477,111.7923010019,27196079.0
2015-11-16,111.38,114.24,111.0,114.175,37370349.0,0.0,1.0,109.52085922765,112.33312047196,109.14720213924,112.26920544368,37370349.0
2015-11-13,115.2,115.57,112.27,112.34,44931935.0,0.0,1.0,113.27709627424,113.64092028137,110.39600346102,110.46483502993,44931935.0
2015-11-12,116.26,116.82,115.65,115.72,31820442.0,0.0,1.0,114.31940288927,114.8700554406,113.71958493156,113.78841650048,31820442.0
2015-11-11,116.37,117.42,115.21,116.12,44866694.0,0.0,1.0,114.42756678328,115.46004031703,113.28692935552,114.18173975143,44866694.0
2015-11-10,116.9,118.07,116.061,116.73,58457469.0,0.0,1.0,114.94872009079,116.09919059982,114.12372457192,114.78155770913,58457469.0
2015-11-09,120.96,121.81,120.05,120.57,33379072.0,0.0,1.0,118.94095108795,119.77676299623,118.04614069204,118.55746091828,33379072.0
2015-11-06,121.11,121.81,120.62,121.06,32697456.0,0.0,1.0,119.08844730706,119.77676299623,118.60662632464,119.03928190069,32697456.0
2015-11-05,121.85,122.69,120.18,120.92,38418373.0,0.52,1.0,119.81609532132,120.64207414832,118.1739707486,118.90161876286,38418373.0
2015-11-04,123.13,123.82,121.62,122.0,44156213.0,0.0,1.0,120.5562937934,121.23187117274,119.07785634008,119.44991344754,44156213.0
2015-11-03,120.79,123.49,120.7,122.57,44813352.0,0.0,1.0,118.26520528957,120.90876894784,118.17708650096,120.00799910872,44813352.0
2015-11-02,119.87,121.36,119.61,121.18,31688638.0,0.0,1.0,117.36443545046,118.82329095076,117.10987006115,118.64705337354,31688638.0
2015-10-30,120.99,121.22,119.45,119.5,48364078.0,0.0,1.0,118.46102481981,118.68621727959,116.95321443695,117.00216931951,48364078.0
2015-10-29,118.7,120.69,118.27,120.53,50049564.0,0.0,1.0,116.21889119854,118.16729552445,115.79787920852,118.01063990026,50049564.0
2015-10-28,116.93,119.3,116.06,119.28,84697735.0,0.0,1.0,114.4858883559,116.80634978927,113.63407339935,116.78676783625,84697735.0
2015-10-27,115.4,116.54,113.99,114.55,56542594.0,0.0,1.0,112.98786894955,114.10404027193,111.60734126135,112.15563594603,56542594.0
